Day fraction since midnight on 	pH probe (pH)	pH probe (pH)
0.6254335785	6.1480669975	5.9762253761
0.6254451496	6.1467971802	5.9749641418
0.6254567166	6.1430010796	5.9711942673
0.6254682871	6.1412968636	5.9695014954
0.6254798772	6.1405258179	5.9687361717
0.6254914464	6.1413779259	5.9695825577
0.6255030149	6.1381831169	5.9664092064
0.6255145819	6.1379613876	5.9661893845
0.6255261720	6.1314916611	5.9597640038
0.6255377432	6.1325702667	5.9608349800
0.6255493102	6.1322932243	5.9605603218
0.6255608771	6.1340417862	5.9622964859
0.6255724462	6.1322169304	5.9604840279
0.6255840425	6.1217837334	5.9501223564
0.6255956140	6.1141524315	5.9425439835
0.6256071892	6.1084241867	5.9368548393
0.6256187610	6.1093530655	5.9377775192
0.6256303304	6.1035442352	5.9320087433
0.6256418974	6.1012897491	5.9297695160
0.6256534643	6.1001911163	5.9286785126
0.6256650544	6.0978040695	5.9263076782
0.6256766241	6.0898799896	5.9184379578
0.6256881937	6.0849475861	5.9135394096
0.6256997633	6.0866713524	5.9152517319
0.6257113562	6.0852174759	5.9138073921
0.6257229306	6.0816054344	5.9102206230
0.6257344860	6.0742764473	5.9029421806
0.6257460761	6.0762977600	5.9049491882
0.6257576457	6.0714831352	5.9001679420
0.6257692127	6.0709528923	5.8996415138
0.6257807817	6.0678257942	5.8965358734
0.6257923739	6.0653285980	5.8940558434
0.6258039409	6.0651040077	5.8938322067
0.6258155119	6.0603070259	5.8890686035
0.6258270788	6.0588364601	5.8876080513
0.6258386689	6.0585117340	5.8872857094
0.6258502359	6.0542273521	5.8830304146
0.6258618029	6.0550942421	5.8838915825
0.6258733929	6.0529718399	5.8817834854
0.6258849620	6.0516185760	5.8804397583
0.6258965290	6.0562109947	5.8850007057
0.6259080959	6.0531716347	5.8819818497
0.6259196860	6.0412726402	5.8701648712
0.6259312530	6.0353922844	5.8643250465
0.6259428200	6.0275797844	5.8565659523
0.6259544101	6.0272293091	5.8562178612
0.6259659770	6.0283675194	5.8573484421
0.6259775440	6.0239777565	5.8529887199
0.6259891341	6.0190892220	5.8481335640
0.6260007050	6.0169396400	5.8459987640
0.6260122747	6.0160284042	5.8450942039
0.6260238417	6.0150103569	5.8440828323
0.6260354105	6.0135574341	5.8426403999
0.6260470007	6.0119633675	5.8410568237
0.6260585713	6.0121922493	5.8412842751
0.6260701400	6.0112504959	5.8403491974
0.6260817097	6.0094022751	5.8385133743
0.6260932998	6.0093832016	5.8384943008
0.6261048686	6.0051345825	5.8342752457
0.6261164356	6.0033564568	5.8325095177
0.6261280026	5.9971079826	5.8263034821
0.6261395977	5.9999217987	5.8290982246
0.6261511646	5.9925255775	5.8217525482
0.6261627352	5.9926018715	5.8218288422
0.6261743021	6.0007138252	5.8298845291
0.6261858942	5.9925799370	5.8218069077
0.6261974612	5.9925818443	5.8218088150
0.6262090303	6.0032515526	5.8324046135
0.6262206008	5.9962301254	5.8254318237
0.6262321909	5.9825720787	5.8118677139
0.6262437618	5.9770488739	5.8063821793
0.6262553288	5.9767241478	5.8060598373
0.6262668958	5.9735822678	5.8029394150
0.6262784657	5.9702067375	5.7995872498
0.6262900590	5.9693546295	5.7987408638
0.6263016275	5.9670519829	5.7964539528
0.6263131963	5.9670214653	5.7964239120
0.6263247650	5.9647951126	5.7942128181
0.6263363551	5.9593930244	5.7888479233
0.6263479221	5.9543709755	5.7838602066
0.6263594891	5.9515881538	5.7810964584
0.6263710792	5.9466123581	5.7761549950
0.6263826492	5.9419603348	5.7715349197
0.6263942162	5.9420385361	5.7716126442
0.6264057872	5.9386901855	5.7682871819
0.6264173773	5.9338517189	5.7634820938
0.6264289442	5.9318408966	5.7614846230
0.6264405131	5.9301028252	5.7597589493
0.6264520801	5.9292840958	5.7589454651
0.6264636702	5.9284696579	5.7581372261
0.6264752372	5.9283957481	5.7580637932
0.6264868041	5.9268693924	5.7565474510
0.6264983943	5.9276070595	5.7572803497
0.6265099633	5.9261431694	5.7558259964
0.6265215534	5.9211668968	5.7508840561
0.6265330972	5.9201159477	5.7498407364
0.6265446873	5.9135313034	5.7433009148
0.6265562602	5.9142537117	5.7440185547
0.6265678272	5.9137601852	5.7435288429
0.6265793962	5.9129219055	5.7426962852
0.6265909882	5.9096374512	5.7394342422
0.6266025572	5.8989200592	5.7287907600
0.6266141493	5.8913254738	5.7212481499
0.6266256952	5.8882498741	5.7181935310
0.6266372853	5.8805737495	5.7105698586
0.6266488523	5.8801760674	5.7101755142
0.6266604192	5.8767185211	5.7067413330
0.6266719862	5.8855352402	5.7154974937
0.6266835792	5.8803920746	5.7103896141
0.6266951462	5.8693118095	5.6993856430
0.6267067131	5.8696217537	5.6996932030
0.6267182917	5.8595118523	5.6896529198
0.6267298586	5.8493170738	5.6795282364
0.6267414487	5.8475184441	5.6777415276
0.6267530175	5.8444695473	5.6747140884
0.6267645844	5.8420429230	5.6723041534
0.6267761531	5.8428792953	5.6731348038
0.6267877465	5.8411655426	5.6714324951
0.6267993220	5.8381943703	5.6684818268
0.6268108890	5.8343758583	5.6646895409
0.6268224560	5.8357324600	5.6660370827
0.6268340229	5.8366484642	5.6669464111
0.6268456179	5.8325691223	5.6628952026
0.6268571880	5.8303112984	5.6606526375
0.6268687569	5.8243403435	5.6547231674
0.6268803290	5.8173360825	5.6477670670
0.6268919108	5.8115901947	5.6420607567
0.6269034791	5.8044991493	5.6350183487
0.6269150492	5.8038964272	5.6344199181
0.6269266393	5.8054022789	5.6359148026
0.6269382062	5.8001346588	5.6306838989
0.6269497777	5.7993040085	5.6298584938
0.6269613468	5.7970852852	5.6276550293
0.6269729157	5.7964420319	5.6270165443
0.6269845058	5.7960920334	5.6266689301
0.6269960727	5.7933449745	5.6239404678
0.6270076419	5.7950530052	5.6256370544
0.6270192089	5.7955379486	5.6261186600
0.6270307990	5.7933340073	5.6239295006
0.6270423685	5.7898597717	5.6204795837
0.6270539376	5.7902984619	5.6209149361
0.6270655277	5.7829847336	5.6136517525
0.6270770946	5.7694697380	5.6002292633
0.6270886616	5.7686448097	5.5994100571
0.6271002286	5.7609086037	5.5917267799
0.6271118208	5.7526469231	5.5835223198
0.6271233878	5.7497773170	5.5806722641
0.6271349548	5.7465882301	5.5775055885
0.6271465449	5.7450647354	5.5759921074
0.6271581133	5.7362713814	5.5672593117
0.6271696803	5.7288537025	5.5598926544
0.6271812491	5.7276926041	5.5587396622
0.6271928392	5.7247538567	5.5558209419
0.6272044084	5.7221179008	5.5532026291
0.6272159773	5.7151751518	5.5463080406
0.6272275443	5.7131590843	5.5443058014
0.6272391359	5.7124300003	5.5435814857
0.6272507056	5.7083587646	5.5395383835
0.6272622977	5.7063646317	5.5375576019
0.6272738415	5.7071356773	5.5383238792
0.6272854317	5.6985712051	5.5298180580
0.6272970006	5.6971740723	5.5284304619
0.6273085676	5.6963872910	5.5276494026
0.6273201372	5.6978049278	5.5290570259
0.6273317273	5.6920647621	5.5233564377
0.6273432943	5.6883401871	5.5196576118
0.6273548613	5.6772303581	5.5086240768
0.6273664514	5.6702604294	5.5017018318
0.6273780183	5.6722607613	5.5036883354
0.6273895879	5.6694817543	5.5009284019
0.6274011549	5.6662287712	5.4976978302
0.6274127450	5.6652779579	5.4967536926
0.6274243162	5.6622233391	5.4937200546
0.6274358832	5.6603336334	5.4918432236
0.6274474526	5.6594157219	5.4909315109
0.6274590427	5.6515965462	5.4831662178
0.6274706142	5.6478757858	5.4794712067
0.6274821812	5.6435174942	5.4751424789
0.6274937481	5.6355462074	5.4672260284
0.6275053382	5.6337113380	5.4654040337
0.6275169100	5.6274247169	5.4591603279
0.6275284799	5.6275644302	5.4592990875
0.6275400513	5.6265311241	5.4582729340
0.6275516182	5.6243424416	5.4560990334
0.6275632083	5.6183619499	5.4501595497
0.6275747753	5.6125559807	5.4443936348
0.6275863444	5.6098561287	5.4417123795
0.6275979163	5.6071801186	5.4390549660
0.6276095064	5.5952668190	5.4272236824
0.6276210754	5.5883188248	5.4203233719
0.6276326447	5.5823345184	5.4143800735
0.6276442117	5.5787644386	5.4108347893
0.6276558018	5.5770044327	5.4090862274
0.6276673687	5.5747294426	5.4068274498
0.6276789357	5.5818824768	5.4139313698
0.6276905075	5.5764999390	5.4085855484
0.6277020998	5.5832386017	5.4152779579
0.6277136668	5.5631909370	5.3953680992
0.6277252338	5.5359258652	5.3682904243
0.6277368035	5.5657992363	5.3979582787
0.6277483936	5.5484361649	5.3807144165
0.6277599633	5.5372276306	5.3695831299
0.6277715328	5.5296463966	5.3620538712
0.6277830998	5.5157332420	5.3482365608
0.6277946899	5.5144691467	5.3469810486
0.6278062568	5.5015072823	5.3341083527
0.6278178238	5.5023627281	5.3349575996
0.6278294153	5.4954819679	5.3281240463
0.6278409822	5.4979329109	5.3305583000
0.6278525492	5.4933934212	5.3260502815
0.6278641393	5.4909768105	5.3236503601
0.6278757062	5.4867644310	5.3194665909
0.6278872732	5.4872684479	5.3199672699
0.6278988402	5.4717159271	5.3045215607
0.6279104303	5.4656472206	5.2984948158
0.6279220021	5.4679565430	5.3007879257
0.6279335727	5.4563446045	5.2892560959
0.6279451397	5.4506230354	5.2835736275
0.6279567298	5.4456219673	5.2786068916
0.6279682987	5.4365353584	5.2695827484
0.6279798656	5.4332785606	5.2663483620
0.6279914356	5.4275846481	5.2606935501
0.6280030257	5.4190483093	5.2522158623
0.6280145954	5.4079985619	5.2412424088
0.6280261642	5.3970494270	5.2303681374
0.6280377312	5.3839588165	5.2173671722
0.6280493235	5.3726329803	5.2061195374
0.6280608925	5.3830156326	5.2164306641
0.6280724595	5.3489370346	5.1825861931
0.6280840264	5.3623518944	5.1959090233
0.6280956210	5.3557057381	5.1893086433
0.6281071879	5.3500294685	5.1836709976
0.6281187549	5.3508238792	5.1844601631
0.6281303450	5.3157100677	5.1495876312
0.6281419119	5.3222193718	5.1560521126
0.6281534830	5.3187355995	5.1525926590
0.6281650499	5.3178291321	5.1516923904
0.6281766189	5.3157095909	5.1495871544
0.6281882090	5.3098144531	5.1437325478
0.6281997991	5.3008599281	5.1348395348
0.6282113429	5.2860436440	5.1201248169
0.6282229370	5.2805824280	5.1147017479
0.6282345040	5.2762556076	5.1104040146
0.6282460710	5.2694602013	5.1036558151
0.6282576611	5.2577333450	5.0920095444
0.6282692280	5.2489280701	5.0832643509
0.6282807971	5.2375950813	5.0720090866
0.6282923694	5.2296795845	5.0641479492
0.6283039364	5.2289690971	5.0634422302
0.6283155264	5.2224092484	5.0569281578
0.6283270961	5.2136101723	5.0481891632
0.6283386651	5.2005634308	5.0352325439
0.6283502337	5.1890630722	5.0238108635
0.6283618238	5.1838216782	5.0186052322
0.6283733930	5.1701440811	5.0050215721
0.6283849600	5.1599335670	4.9948811531
0.6283965269	5.1500444412	4.9850602150
0.6284081194	5.1427078247	4.9777741432
0.6284196864	5.1333112717	4.9684419632
0.6284312580	5.1197366714	4.9549608231
0.6284428249	5.1052465439	4.9405703545
0.6284544150	5.0994348526	4.9347987175
0.6284659852	5.0915188789	4.9269366264
0.6284775557	5.0769381523	4.9124565125
0.6284891253	5.0609655380	4.8965935707
0.6285007154	5.0465645790	4.8822917938
0.6285122844	5.0302672386	4.8661060333
0.6285238573	5.0174012184	4.8533287048
0.6285354294	5.0137042999	4.8496570587
0.6285469964	5.0030384064	4.8390641212
0.6285585652	4.9847903252	4.8209414482
0.6285701572	4.9711508751	4.8073959351
0.6285817242	4.9570436478	4.7933855057
0.6285932935	4.9464788437	4.7828931808
0.6286048635	4.9315915108	4.7681083679
0.6286164536	4.9266099930	4.7631611824
0.6286280227	4.9211063385	4.7576951981
0.6286395897	4.9095382690	4.7462067604
0.6286511586	4.8914690018	4.7282614708
0.6286627512	4.8850722313	4.7219085693
0.6286743182	4.8781247139	4.7150087357
0.6286858910	4.8696484566	4.7065906525
0.6286974580	4.8520698547	4.6891331673
0.6287090501	4.8311643600	4.6683712006
0.6287206189	4.8126034737	4.6499376297
0.6287321935	4.7992367744	4.6366629601
0.6287437634	4.7974624634	4.6349010468
0.6287553359	4.7951550484	4.6326093674
0.6287669071	4.7933173180	4.6307840347
0.6287784741	4.7800121307	4.6175704002
0.6287900642	4.7610740662	4.5987625122
0.6288016338	4.7438359261	4.5816431046
0.6288132057	4.7285981178	4.5665097237
0.6288247761	4.7107453346	4.5487799644
0.6288363466	4.6996603012	4.5377707481
0.6288479387	4.6876435280	4.5258364677
0.6288595081	4.6650967598	4.5034446716
0.6288710773	4.6590971947	4.4974861145
0.6288826469	4.6465997696	4.4850749969
0.6288942139	4.6437392235	4.4822340012
0.6289058058	4.6211862564	4.4598360062
0.6289173728	4.5960617065	4.4348835945
0.6289289446	4.5837073326	4.4226140976
0.6289405347	4.5762443542	4.4152030945
0.6289521039	4.5617699623	4.4008278847
0.6289636726	4.5493116379	4.3884553909
0.6289752412	4.5362372398	4.3754706383
0.6289868082	4.5238275528	4.3631458282
0.6289984005	4.5093264580	4.3487448692
0.6290099675	4.4918327332	4.3313713074
0.6290215392	4.4723410606	4.3120131493
0.6290331082	4.4628372192	4.3025746346
0.6290446983	4.4480705261	4.2879095078
0.6290562652	4.4445204735	4.2843842506
0.6290678347	4.4403648376	4.2802567482
0.6290794017	4.4301462173	4.2701086998
0.6290909918	4.4178462029	4.2578930855
0.6291025588	4.4060707092	4.2461981773
0.6291141257	4.4031696320	4.2433171272
0.6291256980	4.4027576447	4.2429084778
0.6291372881	4.3993797302	4.2395534515
0.6291488571	4.3918662071	4.2320914268
0.6291604309	4.3829951286	4.2232813835
0.6291719978	4.3740272522	4.2143750191
0.6291835879	4.3718509674	4.2122135162
0.6291951402	4.3661961555	4.2065978050
0.6292067303	4.3563771248	4.1968460083
0.6292182991	4.3473224640	4.1878538132
0.6292298720	4.3395805359	4.1801652908
0.6292414390	4.3330883980	4.1737174988
0.6292530291	4.3150491714	4.1558022499
0.6292646049	4.3070731163	4.1478810310
0.6292761784	4.2897787094	4.1307053566
0.6292877473	4.2851185799	4.1260776520
0.6292993161	4.2773261070	4.1183381081
0.6293108831	4.2770924568	4.1181063652
0.6293224772	4.2737088203	4.1147460938
0.6293340441	4.2733502388	4.1143898964
0.6293456111	4.2725844383	4.1136293411
0.6293571781	4.2702989578	4.1113595963
0.6293687566	4.2670531273	4.1081361771
0.6293803467	4.2644343376	4.1055350304
0.6293919166	4.2630405426	4.1041512489
0.6294034836	4.2428326607	4.0840821266
0.6294150505	4.2348980904	4.0762019157
0.6294266406	4.2318854332	4.0732097626
0.6294382076	4.2237901688	4.0651702881
0.6294497766	4.2115902901	4.0530543327
0.6294613667	4.2037496567	4.0452675819
0.6294729337	4.1940450668	4.0356292725
0.6294845052	4.1894931793	4.0311093330
0.6294960792	4.1865191460	4.0281553268
0.6295076461	4.1843352318	4.0259866714
0.6295192362	4.1812357903	4.0229082108
0.6295308032	4.1814608574	4.0231318474
0.6295423723	4.1691875458	4.0109429359
0.6295539392	4.1590576172	4.0008826256
0.6295655293	4.1533360481	3.9952001572
0.6295770979	4.1496438980	3.9915335178
0.6295886649	4.1463351250	3.9882473946
0.6296002369	4.1410212517	3.9829699993
0.6296118270	4.1365375519	3.9785172939
0.6296234077	4.1340322495	3.9760291576
0.6296349746	4.1277937889	3.9698333740
0.6296465416	4.1190276146	3.9611277580
0.6296581105	4.1087708473	3.9509410858
0.6296697006	4.1071972847	3.9493787289
0.6296812526	4.1014423370	3.9436631203
0.6296928446	4.0996270180	3.9418604374
0.6297044138	4.0991129875	3.9413497448
0.6297159807	4.0986456871	3.9408857822
0.6297275515	4.0975031853	3.9397511482
0.6297391436	4.0961880684	3.9384453297
0.6297507106	4.0948128700	3.9370794296
0.6297622776	4.0892639160	3.9315683842
0.6297738677	4.0899505615	3.9322502613
0.6297854346	4.0838847160	3.9262263775
0.6297970038	4.0700345039	3.9124710560
0.6298085707	4.0640559196	3.9065337181
0.6298201609	4.0605616570	3.9030632973
0.6298317278	4.0596203804	3.9021284580
0.6298432948	4.0578126907	3.9003334045
0.6298548643	4.0566735268	3.8992018700
0.6298664544	4.0536947250	3.8962435722
0.6298780229	4.0472483635	3.8898413181
0.6298895959	4.0472416878	3.8898348808
0.6299011629	4.0396742821	3.8823194504
0.6299127530	4.0349817276	3.8776590824
0.6299243199	4.0304002762	3.8731091022
0.6299358900	4.0332427025	3.8759322166
0.6299474570	4.0254325867	3.8681757450
0.6299590491	4.0255374908	3.8682796955
0.6299706161	4.0235691071	3.8663249016
0.6299821830	4.0211420059	3.8639144897
0.6299937783	4.0149416924	3.8577568531
0.6300053453	4.0113964081	3.8542358875
0.6300169161	4.0076832771	3.8505485058
0.6300284831	3.9981834888	3.8411140442
0.6300400500	3.9932045937	3.8361692429
0.6300516420	3.9864962101	3.8295068741
0.6300632118	3.9799571037	3.8230125904
0.6300747787	3.9791405201	3.8222017288
0.6300863488	3.9752943516	3.8183820248
0.6300979389	3.9763338566	3.8194143772
0.6301095081	3.9725108147	3.8156175613
0.6301210750	3.9696531296	3.8127794266
0.6301326420	3.9689960480	3.8121268749
0.6301442346	3.9670817852	3.8102257252
0.6301558034	3.9649119377	3.8080708981
0.6301673704	3.9640834332	3.8072481155
0.6301789400	3.9603827000	3.8035726547
0.6301905301	3.9540193081	3.7972531319
0.6302020971	3.9507806301	3.7940366268
0.6302136641	3.9489216805	3.7921905518
0.6302252574	3.9425911903	3.7859034538
0.6302368275	3.9412631989	3.7845847607
0.6302483944	3.9341795444	3.7775495052
0.6302599614	3.9360423088	3.7793996334
0.6302715314	3.9343442917	3.7777132988
0.6302831215	3.9325993061	3.7759802341
0.6302946910	3.9311847687	3.7745754719
0.6303062599	3.9288246632	3.7722315788
0.6303178500	3.9268419743	3.7702624798
0.6303294170	3.9259140491	3.7693409920
0.6303409839	3.9257514477	3.7691793442
0.6303525509	3.9254610538	3.7688910961
0.6303641410	3.9249625206	3.7683959007
0.6303757080	3.9246056080	3.7680416107
0.6303872749	3.9240844250	3.7675240040
0.6303988650	3.9238102436	3.7672514915
0.6304104343	3.9236447811	3.7670872211
0.6304220013	3.9217240810	3.7651796341
0.6304335913	3.9183166027	3.7617957592
0.6304451583	3.9167385101	3.7602283955
0.6304567253	3.9137661457	3.7572762966
0.6304683154	3.9111959934	3.7547240257
0.6304798823	3.9114954472	3.7550213337
0.6304914493	3.9031877518	3.7467708588
0.6305030184	3.8986797333	3.7422935963
0.6305146085	3.9032750130	3.7468574047
0.6305261755	3.9014759064	3.7450706959
0.6305377425	3.8940060139	3.7376520634
0.6305493118	3.8891229630	3.7328026295
0.6305609019	3.8897042274	3.7333798409
0.6305724709	3.8860504627	3.7297513485
0.6305840400	3.8847019672	3.7284119129
0.6305956090	3.8827490807	3.7264726162
0.6306072016	3.8815407753	3.7252726555
0.6306187712	3.8803536892	3.7240934372
0.6306303382	3.8795640469	3.7233095169
0.6306419073	3.8776032925	3.7213621140
0.6306534974	3.8745925426	3.7183721066
0.6306650685	3.8719997406	3.7157971859
0.6306766371	3.8707735538	3.7145791054
0.6306882066	3.8673923016	3.7112212181
0.6306997736	3.8668715954	3.7107040882
0.6307113657	3.8660478592	3.7098860741
0.6307229419	3.8638257980	3.7076792717
0.6307345126	3.8572683334	3.7011668682
0.6307460815	3.8559231758	3.6998310089
0.6307576484	3.8536117077	3.6975352764
0.6307692386	3.8482689857	3.6922295094
0.6307808124	3.8452980518	3.6892788410
0.6307923794	3.8422946930	3.6862959862
0.6308039482	3.8412108421	3.6852197647
0.6308155434	3.8409152031	3.6849262714
0.6308271104	3.8414204121	3.6854279041
0.6308386774	3.8392391205	3.6832616329
0.6308502443	3.8395919800	3.6836118698
0.6308618113	3.8381700516	3.6821997166
0.6308733866	3.8370399475	3.6810777187
0.6308849766	3.8368351460	3.6808741093
0.6308965436	3.8365027905	3.6805441380
0.6309081131	3.8358540535	3.6798999310
0.6309196821	3.8339500427	3.6780087948
0.6309312722	3.8344600201	3.6785151958
0.6309428413	3.8334555626	3.6775176525
0.6309544083	3.8323271275	3.6763970852
0.6309659807	3.8305220604	3.6746044159
0.6309775708	3.8280768394	3.6721758842
0.6309891402	3.8248214722	3.6689431667
0.6310007099	3.8216183186	3.6657617092
0.6310122769	3.8209297657	3.6650781631
0.6310238515	3.8143510818	3.6585445404
0.6310354437	3.8171014786	3.6612761021
0.6310470107	3.8137357235	3.6579334736
0.6310585804	3.8100845814	3.6543073654
0.6310701474	3.8081493378	3.6523854733
0.6310817375	3.8056106567	3.6498641968
0.6310933045	3.8019998074	3.6462781429
0.6311048714	3.8004791737	3.6447679996
0.6311164441	3.7998023033	3.6440956593
0.6311280342	3.8005068302	3.6447954178
0.6311396012	3.7965364456	3.6408522129
0.6311511682	3.7946171761	3.6389462948
0.6311627582	3.7919654846	3.6363127232
0.6311743252	3.7933013439	3.6376392841
0.6311858947	3.7860302925	3.6304185390
0.6311974617	3.7830591202	3.6274676323
0.6312090539	3.7817709446	3.6261882782
0.6312206236	3.7789683342	3.6234049797
0.6312321935	3.7762317657	3.6206872463
0.6312437605	3.7714900970	3.6159780025
0.6312553526	3.7696495056	3.6141500473
0.6312669196	3.7709641457	3.6154556274
0.6312784883	3.7876615524	3.6320383549
0.6312900608	3.7839031219	3.6283056736
0.6313016277	3.7661988735	3.6107232571
0.6313132178	3.7626214027	3.6071701050
0.6313247866	3.7619097233	3.6064634323
0.6313363536	3.7175009251	3.5623598099
0.6313479437	3.7509558201	3.5955848694
0.6313595127	3.7529230118	3.5975387096
0.6313710797	3.7526011467	3.5972187519
0.6313826466	3.7535228729	3.5981342793
0.6313942411	3.7528543472	3.5974702835
0.6314058107	3.7521271706	3.5967483521
0.6314173776	3.7512240410	3.5958511829
0.6314289446	3.7502920628	3.5949256420
0.6314405347	3.7250645161	3.5698714256
0.6314521017	3.7476990223	3.5923504829
0.6314636686	3.7475588322	3.5922112465
0.6314752587	3.7468726635	3.5915298462
0.6314868257	3.7452113628	3.5898799896
0.6314983927	3.7443473339	3.5890219212
0.6315099828	3.7437462807	3.5884249210
0.6315215537	3.7426972389	3.5873830318
0.6315331246	3.7406883240	3.5853879452
0.6315446976	3.7407670021	3.5854659081
0.6315562646	3.7399525642	3.5846571922
0.6315678315	3.7399864197	3.5846908092
0.6315794216	3.7374742031	3.5821959972
0.6315909886	3.7363653183	3.5810945034
0.6316025556	3.7379736900	3.5826919079
0.6316141457	3.7335174084	3.5782663822
0.6316257126	3.7305910587	3.5753600597
0.6316372796	3.7318685055	3.5766286850
0.6316488697	3.7278492451	3.5726370811
0.6316604404	3.7215507030	3.5663816929
0.6316720091	3.7221210003	3.5669481754
0.6316835760	3.7185316086	3.5633833408
0.6316951661	3.7180256844	3.5628809929
0.6317067331	3.7192811966	3.5641279221
0.6317183072	3.7181079388	3.5629625320
0.6317298828	3.7159311771	3.5608007908
0.6317414549	3.7133660316	3.5582535267
0.6317530284	3.7123105526	3.5572049618
0.6317645980	3.7117486000	3.5566470623
0.6317761698	3.7122764587	3.5571711063
0.6317877405	3.7047004700	3.5496473312
0.6317993306	3.7079429626	3.5528674126
0.6318108992	3.7084939480	3.5534145832
0.6318224706	3.7084996700	3.5534205437
0.6318340375	3.7082479000	3.5531704426
0.6318456304	3.7079932690	3.5529174805
0.6318572016	3.7077898979	3.5527155399
0.6318687728	3.7078917027	3.5528166294
0.6318803398	3.7067289352	3.5516619682
0.6318919082	3.7071518898	3.5520818233
0.6319034983	3.7070968151	3.5520272255
0.6319150653	3.7069785595	3.5519096851
20
0.6319266361	3.7067162991	3.5516493320
0.6319382031	3.7065246105	3.5514588356
0.6319497982	3.7063138485	3.5512497425
0.6319613652	3.7057409286	3.5506806374
0.6319729578	3.7049579620	3.5499029160
0.6319845016	3.7041847706	3.5491352081
0.6319960726	3.7032246590	3.5481815338
